cod_mun,municipio
01-41-901,Cañada Rosal
01-41-902,Isla Mayor
01-41-903,"Cuervo de Sevilla, El"
08-42-001,Abejar
08-42-003,Adradas
08-42-004,Ágreda
08-42-006,Alconaba
08-42-007,Alcubilla de Avellaneda
08-42-008,Alcubilla de las Peñas
08-42-009,Aldealafuente
08-42-010,Aldealices
08-42-011,Aldealpozo
08-42-012,Aldealseñor
08-42-013,Aldehuela de Periáñez
08-42-014,"Aldehuelas, Las"
08-42-015,Alentisque
08-42-016,Aliud
08-42-017,Almajano
08-42-018,Almaluez
08-42-019,Almarza
08-42-020,Almazán
08-42-021,Almazul
08-42-022,Almenar de Soria
08-42-023,Alpanseque
08-42-024,Arancón
08-42-025,Arcos de Jalón
08-42-026,Arenillas
08-42-027,Arévalo de la Sierra
08-42-028,Ausejo de la Sierra
08-42-029,Baraona
08-42-030,Barca
08-42-031,Barcones
08-42-032,Bayubas de Abajo
08-42-033,Bayubas de Arriba
08-42-034,Beratón
08-42-035,Berlanga de Duero
08-42-036,Blacos
08-42-037,Bliecos
08-42-038,Borjabad
08-42-039,Borobia
08-42-041,Buberos
08-42-042,Buitrago
08-42-043,Burgo de Osma-Ciudad de Osma
08-42-044,Cabrejas del Campo
08-42-045,Cabrejas del Pinar
08-42-046,Calatañazor
08-42-048,Caltojar
08-42-049,Candilichera
08-42-050,Cañamaque
08-42-051,Carabantes
08-42-052,Caracena
08-42-053,Carrascosa de Abajo
08-42-054,Carrascosa de la Sierra
08-42-055,Casarejos
08-42-056,Castilfrío de la Sierra
08-42-057,Castilruiz
08-42-058,Castillejo de Robledo
08-42-059,Centenera de Andaluz
08-42-060,Cerbón
08-42-061,Cidones
08-42-062,Cigudosa
08-42-063,Cihuela
08-42-064,Ciria
08-42-065,Cirujales del Río
08-42-068,Coscurita
08-42-069,Covaleda
08-42-070,Cubilla
08-42-071,Cubo de la Solana
08-42-073,Cueva de Ágreda
08-42-075,Dévanos
08-42-076,Deza
08-42-078,Duruelo de la Sierra
08-42-079,Escobosa de Almazán
08-42-080,Espeja de San Marcelino
08-42-081,Espejón
08-42-082,Estepa de San Juan
08-42-083,Frechilla de Almazán
08-42-084,Fresno de Caracena
08-42-085,Fuentearmegil
08-42-086,Fuentecambrón
08-42-087,Fuentecantos
08-42-088,Fuentelmonge
08-42-089,Fuentelsaz de Soria
08-42-090,Fuentepinilla
08-42-092,Fuentes de Magaña
08-42-093,Fuentestrún
08-42-094,Garray
08-42-095,Golmayo
08-42-096,Gómara
08-42-097,Gormaz
08-42-098,Herrera de Soria
08-42-100,Hinojosa del Campo
08-42-103,Langa de Duero
08-42-105,Liceras
08-42-106,"Losilla, La"
08-42-107,Magaña
08-42-108,Maján
08-42-110,Matalebreras
08-42-111,Matamala de Almazán
08-42-113,Medinaceli
08-42-115,Miño de Medinaceli
08-42-116,Miño de San Esteban
08-42-117,Molinos de Duero
08-42-118,Momblona
08-42-119,Monteagudo de las Vicarías
08-42-120,Montejo de Tiermes
08-42-121,Montenegro de Cameros
08-42-123,Morón de Almazán
08-42-124,Muriel de la Fuente
08-42-125,Muriel Viejo
08-42-127,Nafría de Ucero
08-42-128,Narros
08-42-129,Navaleno
08-42-130,Nepas
08-42-131,Nolay
08-42-132,Noviercas
08-42-134,Ólvega
08-42-135,Oncala
08-42-139,Pinilla del Campo
08-42-140,Portillo de Soria
08-42-141,"Póveda de Soria, La"
08-42-142,Pozalmuro
08-42-144,Quintana Redonda
08-42-145,Quintanas de Gormaz
08-42-148,Quiñonería
08-42-149,"Rábanos, Los"
08-42-151,Rebollar
08-42-152,Recuerda
08-42-153,Rello
08-42-154,Renieblas
08-42-155,Retortillo de Soria
08-42-156,Reznos
08-42-157,"Riba de Escalote, La"
08-42-158,Rioseco de Soria
08-42-159,Rollamienta
08-42-160,"Royo, El"
08-42-161,Salduero
08-42-162,San Esteban de Gormaz
08-42-163,San Felices
08-42-164,San Leonardo de Yagüe
08-42-165,San Pedro Manrique
08-42-166,Santa Cruz de Yanguas
08-42-167,Santa María de Huerta
08-42-168,Santa María de las Hoyas
08-42-171,Serón de Nágima
08-42-172,Soliedra
08-42-173,Soria
08-42-174,Sotillo del Rincón
08-42-175,Suellacabras
08-42-176,Tajahuerce
08-42-177,Tajueco
08-42-178,Talveila
08-42-181,Tardelcuende
08-42-182,Taroda
08-42-183,Tejado
08-42-184,Torlengua
08-42-185,Torreblacos
08-42-187,Torrubia de Soria
08-42-188,Trévago
08-42-189,Ucero
08-42-190,Vadillo
08-42-191,Valdeavellano de Tera
08-42-192,Valdegeña
08-42-193,Valdelagua del Cerro
08-42-194,Valdemaluque
08-42-195,Valdenebro
08-42-196,Valdeprado
08-42-197,Valderrodilla
08-42-198,Valtajeros
08-42-200,Velamazán
08-42-201,Velilla de la Sierra
08-42-202,Velilla de los Ajos
08-42-204,Viana de Duero
08-42-205,Villaciervos
08-42-206,Villanueva de Gormaz
08-42-207,Villar del Ala
08-42-208,Villar del Campo
08-42-209,Villar del Río
08-42-211,"Villares de Soria, Los"
08-42-212,Villasayas
08-42-213,Villaseca de Arciel
08-42-215,Vinuesa
08-42-216,Vizmanos
08-42-217,Vozmediano
08-42-218,Yanguas
08-42-219,Yelo
09-43-001,Aiguamúrcia
09-43-002,Albinyana
09-43-003,"Albiol, L'"
09-43-004,Alcanar
09-43-005,Alcover
09-43-006,Aldover
09-43-007,"Aleixar, L'"
09-43-008,Alfara de Carles
09-43-009,Alforja
09-43-010,Alió
09-43-011,Almoster
09-43-012,Altafulla
09-43-013,"Ametlla de Mar, L'"
09-43-014,Amposta
09-43-015,Arbolí
09-43-016,"Arboç, L'"
09-43-017,"Argentera, L'"
09-43-018,Arnes
09-43-019,Ascó
09-43-020,Banyeres del Penedès
09-43-021,Barberà de la Conca
09-43-022,Batea
09-43-023,Bellmunt del Priorat
09-43-024,Bellvei
09-43-025,Benifallet
09-43-026,Benissanet
09-43-027,"Bisbal de Falset, La"
09-43-028,"Bisbal del Penedès, La"
09-43-029,Blancafort
09-43-030,Bonastre
09-43-031,"Borges del Camp, Les"
09-43-032,Bot
09-43-033,Botarell
09-43-034,Bràfim
09-43-035,Cabacés
09-43-036,Cabra del Camp
09-43-037,Calafell
09-43-038,Cambrils
09-43-039,Capafonts
09-43-040,Capçanes
09-43-041,Caseres
09-43-042,Castellvell del Camp
09-43-043,"Catllar, El"
09-43-044,"Sénia, La"
09-43-045,Colldejou
09-43-046,Conesa
09-43-047,Constantí
09-43-048,Corbera d'Ebre
09-43-049,Cornudella de Montsant
09-43-050,Creixell
09-43-051,Cunit
09-43-052,Xerta
09-43-053,Duesaigües
09-43-054,"Espluga de Francolí, L'"
09-43-055,Falset
09-43-056,"Fatarella, La"
09-43-057,"Febró, La"
09-43-058,"Figuera, La"
09-43-059,Figuerola del Camp
09-43-060,Flix
09-43-061,Forès
09-43-062,Freginals
09-43-063,"Galera, La"
09-43-064,Gandesa
09-43-065,Garcia
09-43-066,"Garidells, Els"
09-43-067,Ginestar
09-43-068,Godall
09-43-069,Gratallops
09-43-070,"Guiamets, Els"
09-43-071,Horta de Sant Joan
09-43-072,"Lloar, El"
09-43-073,Llorac
09-43-074,Llorenç del Penedès
09-43-075,Margalef
09-43-076,Marçà
09-43-077,Mas de Barberans
09-43-078,Masdenverge
09-43-079,Masllorenç
09-43-080,"Masó, La"
09-43-081,Maspujols
09-43-082,"Masroig, El"
09-43-083,"Milà, El"
09-43-084,Miravet
09-43-085,"Molar, El"
09-43-086,Montblanc
09-43-088,Montbrió del Camp
09-43-089,Montferri
09-43-090,"Montmell, El"
09-43-091,Mont-ral
09-43-092,Mont-roig del Camp
09-43-093,Móra d'Ebre
09-43-094,Móra la Nova
09-43-095,"Morell, El"
09-43-096,"Morera de Montsant, La"
09-43-097,"Nou de Gaià, La"
09-43-098,Nulles
09-43-099,"Palma d'Ebre, La"
09-43-100,"Pallaresos, Els"
09-43-101,Passanant i Belltall
09-43-102,Paüls
09-43-103,Perafort
09-43-104,"Perelló, El"
09-43-105,"Piles, Les"
09-43-106,"Pinell de Brai, El"
09-43-107,Pira
09-43-108,"Pla de Santa Maria, El"
09-43-109,"Pobla de Mafumet, La"
09-43-110,"Pobla de Massaluca, La"
09-43-111,"Pobla de Montornès, La"
09-43-112,Poboleda
09-43-113,"Pont d'Armentera, El"
09-43-114,Porrera
09-43-115,Pradell de la Teixeta
09-43-116,Prades
09-43-117,Prat de Comte
09-43-118,Pratdip
09-43-119,Puigpelat
09-43-120,Querol
09-43-121,Rasquera
09-43-122,Renau
09-43-123,Reus
09-43-124,"Riba, La"
09-43-125,Riba-roja d'Ebre
09-43-126,"Riera de Gaià, La"
09-43-127,Riudecanyes
09-43-128,Riudecols
09-43-129,Riudoms
09-43-130,Rocafort de Queralt
09-43-131,Roda de Berà
09-43-132,Rodonyà
09-43-133,Roquetes
09-43-134,"Rourell, El"
09-43-135,Salomó
09-43-136,Sant Carles de la Ràpita
09-43-137,Sant Jaume dels Domenys
09-43-138,Santa Bàrbara
09-43-139,Santa Coloma de Queralt
09-43-140,Santa Oliva
09-43-141,Pontils
09-43-142,Sarral
09-43-143,Savallà del Comtat
09-43-144,"Secuita, La"
09-43-145,"Selva del Camp, La"
09-43-146,Senan
09-43-147,Solivella
09-43-148,Tarragona
09-43-149,Tivenys
09-43-150,Tivissa
09-43-151,"Torre de Fontaubella, La"
09-43-152,"Torre de l'Espanyol, La"
09-43-153,Torredembarra
09-43-154,Torroja del Priorat
09-43-155,Tortosa
09-43-156,Ulldecona
09-43-157,Ulldemolins
09-43-158,Vallclara
09-43-159,Vallfogona de Riucorb
09-43-160,Vallmoll
09-43-161,Valls
09-43-162,Vandellòs i l'Hospitalet de l'Infant
09-43-163,"Vendrell, El"
09-43-164,Vespella de Gaià
09-43-165,Vilabella
09-43-166,Vilallonga del Camp
09-43-167,Vilanova d'Escornalbou
09-43-168,Vilanova de Prades
09-43-169,Vilaplana
09-43-170,Vila-rodona
09-43-171,Vila-seca
09-43-172,Vilaverd
09-43-173,"Vilella Alta, La"
09-43-174,"Vilella Baixa, La"
09-43-175,Vilalba dels Arcs
09-43-176,Vimbodí i Poblet
09-43-177,Vinebre
09-43-178,Vinyols i els Arcs
09-43-901,Deltebre
09-43-902,Sant Jaume d'Enveja
09-43-903,Camarles
09-43-904,"Aldea, L'"
09-43-905,Salou
09-43-906,"Ampolla, L'"
02-44-001,Ababuj
02-44-002,Abejuela
02-44-003,Aguatón
02-44-004,Aguaviva
02-44-005,Aguilar del Alfambra
02-44-006,Alacón
02-44-007,Alba
02-44-008,Albalate del Arzobispo
02-44-009,Albarracín
02-44-010,Albentosa
02-44-011,Alcaine
02-44-012,Alcalá de la Selva
02-44-013,Alcañiz
02-44-014,Alcorisa
02-44-016,Alfambra
02-44-017,Aliaga
02-44-018,Almohaja
02-44-019,Alobras
02-44-020,Alpeñés
02-44-021,Allepuz
02-44-022,Alloza
02-44-023,Allueva
02-44-024,Anadón
02-44-025,Andorra
02-44-026,Arcos de las Salinas
02-44-027,Arens de Lledó
02-44-028,Argente
02-44-029,Ariño
02-44-031,Azaila
02-44-032,Bádenas
02-44-033,Báguena
02-44-034,Bañón
02-44-035,Barrachina
02-44-036,Bea
02-44-037,Beceite
02-44-038,Belmonte de San José
02-44-039,Bello
02-44-040,Berge
02-44-041,Bezas
02-44-042,Blancas
02-44-043,Blesa
02-44-044,Bordón
02-44-045,Bronchales
02-44-046,Bueña
02-44-047,Burbáguena
02-44-048,Cabra de Mora
02-44-049,Calaceite
02-44-050,Calamocha
02-44-051,Calanda
02-44-052,Calomarde
02-44-053,Camañas
02-44-054,Camarena de la Sierra
02-44-055,Camarillas
02-44-056,Caminreal
02-44-059,Cantavieja
02-44-060,Cañada de Benatanduz
02-44-061,"Cañada de Verich, La"
02-44-062,Cañada Vellida
02-44-063,Cañizar del Olivar
02-44-064,Cascante del Río
02-44-065,Castejón de Tornos
02-44-066,Castel de Cabra
02-44-067,Castelnou
02-44-068,Castelserás
02-44-070,"Castellar, El"
02-44-071,Castellote
02-44-074,Cedrillas
02-44-075,Celadas
02-44-076,Cella
02-44-077,"Cerollera, La"
02-44-080,"Codoñera, La"
02-44-082,Corbalán
02-44-084,Cortes de Aragón
02-44-085,Cosa
02-44-086,Cretas
02-44-087,Crivillén
02-44-088,"Cuba, La"
02-44-089,Cubla
02-44-090,Cucalón
02-44-092,"Cuervo, El"
02-44-093,Cuevas de Almudén
02-44-094,Cuevas Labradas
02-44-096,Ejulve
02-44-097,Escorihuela
02-44-099,Escucha
02-44-100,Estercuel
02-44-101,Ferreruela de Huerva
02-44-102,Fonfría
02-44-103,Formiche Alto
02-44-105,Fórnoles
02-44-106,Fortanete
02-44-107,Foz-Calanda
02-44-108,"Fresneda, La"
02-44-109,Frías de Albarracín
02-44-110,Fuenferrada
02-44-111,Fuentes Calientes
02-44-112,Fuentes Claras
02-44-113,Fuentes de Rubielos
02-44-114,Fuentespalda
02-44-115,Galve
02-44-116,Gargallo
02-44-117,Gea de Albarracín
02-44-118,"Ginebrosa, La"
02-44-119,Griegos
02-44-120,Guadalaviar
02-44-121,Gúdar
02-44-122,Híjar
02-44-123,Hinojosa de Jarque
02-44-124,"Hoz de la Vieja, La"
02-44-125,Huesa del Común
02-44-126,"Iglesuela del Cid, La"
02-44-127,Jabaloyas
02-44-128,Jarque de la Val
02-44-129,Jatiel
02-44-130,Jorcas
02-44-131,Josa
02-44-132,Lagueruela
02-44-133,Lanzuela
02-44-135,Libros
02-44-136,Lidón
02-44-137,Linares de Mora
02-44-138,Loscos
02-44-141,Lledó
02-44-142,Maicas
02-44-143,Manzanera
02-44-144,Martín del Río
02-44-145,Mas de las Matas
02-44-146,"Mata de los Olmos, La"
02-44-147,Mazaleón
02-44-148,Mezquita de Jarque
02-44-149,Mirambel
02-44-150,Miravete de la Sierra
02-44-151,Molinos
02-44-152,Monforte de Moyuela
02-44-153,Monreal del Campo
02-44-154,Monroyo
02-44-155,Montalbán
02-44-156,Monteagudo del Castillo
02-44-157,Monterde de Albarracín
02-44-158,Mora de Rubielos
02-44-159,Moscardón
02-44-160,Mosqueruela
02-44-161,Muniesa
02-44-163,Noguera de Albarracín
02-44-164,Nogueras
02-44-165,Nogueruelas
02-44-167,Obón
02-44-168,Odón
02-44-169,Ojos Negros
02-44-171,Olba
02-44-172,Oliete
02-44-173,"Olmos, Los"
02-44-174,Orihuela del Tremedal
02-44-175,Orrios
02-44-176,Palomar de Arroyos
02-44-177,Pancrudo
02-44-178,"Parras de Castellote, Las"
02-44-179,Peñarroya de Tastavins
02-44-180,Peracense
02-44-181,Peralejos
02-44-182,Perales del Alfambra
02-44-183,Pitarque
02-44-184,Plou
02-44-185,"Pobo, El"
02-44-187,"Portellada, La"
02-44-189,Pozondón
02-44-190,Pozuel del Campo
02-44-191,"Puebla de Híjar, La"
02-44-192,"Puebla de Valverde, La"
02-44-193,Puertomingalvo
02-44-194,Ráfales
02-44-195,Rillo
02-44-196,Riodeva
02-44-197,Ródenas
02-44-198,Royuela
02-44-199,Rubiales
02-44-200,Rubielos de la Cérida
02-44-201,Rubielos de Mora
02-44-203,Salcedillo
02-44-204,Saldón
02-44-205,Samper de Calanda
02-44-206,San Agustín
02-44-207,San Martín del Río
02-44-208,Santa Cruz de Nogueras
02-44-209,Santa Eulalia
02-44-210,Sarrión
02-44-211,Segura de los Baños
02-44-212,Seno
02-44-213,Singra
02-44-215,Terriente
02-44-216,Teruel
02-44-217,Toril y Masegoso
02-44-218,Tormón
02-44-219,Tornos
02-44-220,Torralba de los Sisones
02-44-221,Torrecilla de Alcañiz
02-44-222,Torrecilla del Rebollar
02-44-223,Torre de Arcas
02-44-224,Torre de las Arcas
02-44-225,Torre del Compte
02-44-226,Torrelacárcel
02-44-227,Torre los Negros
02-44-228,Torremocha de Jiloca
02-44-229,Torres de Albarracín
02-44-230,Torrevelilla
02-44-231,Torrijas
02-44-232,Torrijo del Campo
02-44-234,Tramacastiel
02-44-235,Tramacastilla
02-44-236,Tronchón
02-44-237,Urrea de Gaén
02-44-238,Utrillas
02-44-239,Valacloche
02-44-240,Valbona
02-44-241,Valdealgorfa
02-44-243,Valdecuenca
02-44-244,Valdelinares
02-44-245,Valdeltormo
02-44-246,Valderrobres
02-44-247,Valjunquera
02-44-249,"Vallecillo, El"
02-44-250,Veguillas de la Sierra
02-44-251,Villafranca del Campo
02-44-252,Villahermosa del Campo
02-44-256,Villanueva del Rebollar de la Sierra
02-44-257,Villar del Cobo
02-44-258,Villar del Salz
02-44-260,Villarluengo
02-44-261,Villarquemado
02-44-262,Villarroya de los Pinares
02-44-263,Villastar
02-44-264,Villel
02-44-265,Vinaceite
02-44-266,Visiedo
02-44-267,Vivel del Río Martín
02-44-268,"Zoma, La"
07-45-001,Ajofrín
07-45-002,Alameda de la Sagra
07-45-003,Albarreal de Tajo
07-45-004,Alcabón
07-45-005,Alcañizo
07-45-006,Alcaudete de la Jara
07-45-007,Alcolea de Tajo
07-45-008,Aldea en Cabo
07-45-009,Aldeanueva de Barbarroya
07-45-010,Aldeanueva de San Bartolomé
07-45-011,Almendral de la Cañada
07-45-012,Almonacid de Toledo
07-45-013,Almorox
07-45-014,Añover de Tajo
07-45-015,Arcicóllar
07-45-016,Argés
07-45-017,Azután
07-45-018,Barcience
07-45-019,Bargas
07-45-020,Belvís de la Jara
07-45-021,Borox
07-45-022,Buenaventura
07-45-023,Burguillos de Toledo
07-45-024,Burujón
07-45-025,Cabañas de la Sagra
07-45-026,Cabañas de Yepes
07-45-027,Cabezamesada
07-45-028,Calera y Chozas
07-45-029,Caleruela
07-45-030,Calzada de Oropesa
07-45-031,Camarena
07-45-032,Camarenilla
07-45-033,"Campillo de la Jara, El"
07-45-034,Camuñas
07-45-035,Cardiel de los Montes
07-45-036,Carmena
07-45-037,"Carpio de Tajo, El"
07-45-038,Carranque
07-45-039,Carriches
07-45-040,"Casar de Escalona, El"
07-45-041,Casarrubios del Monte
07-45-042,Casasbuenas
07-45-043,Castillo de Bayuela
07-45-045,Cazalegas
07-45-046,Cebolla
07-45-047,Cedillo del Condado
07-45-048,"Cerralbos, Los"
07-45-049,Cervera de los Montes
07-45-050,Ciruelos
07-45-051,Cobeja
07-45-052,Cobisa
07-45-053,Consuegra
07-45-054,Corral de Almaguer
07-45-055,Cuerva
07-45-056,Chozas de Canales
07-45-057,Chueca
07-45-058,Domingo Pérez
07-45-059,Dosbarrios
07-45-060,Erustes
07-45-061,Escalona
07-45-062,Escalonilla
07-45-063,Espinoso del Rey
07-45-064,Esquivias
07-45-065,"Estrella, La"
07-45-066,Fuensalida
07-45-067,Gálvez
07-45-068,Garciotum
07-45-069,Gerindote
07-45-070,Guadamur
07-45-071,"Guardia, La"
07-45-072,"Herencias, Las"
07-45-073,Herreruela de Oropesa
07-45-074,Hinojosa de San Vicente
07-45-075,Hontanar
07-45-076,Hormigos
07-45-077,Huecas
07-45-078,Huerta de Valdecarábanos
07-45-079,"Iglesuela del Tiétar, La"
07-45-080,Illán de Vacas
07-45-081,Illescas
07-45-082,Lagartera
07-45-083,Layos
07-45-084,Lillo
07-45-085,Lominchar
07-45-086,Lucillos
07-45-087,Madridejos
07-45-088,Magán
07-45-089,Malpica de Tajo
07-45-090,Manzaneque
07-45-091,Maqueda
07-45-092,Marjaliza
07-45-093,Marrupe
07-45-094,Mascaraque
07-45-095,"Mata, La"
07-45-096,Mazarambroz
07-45-097,Mejorada
07-45-098,Menasalbas
07-45-099,Méntrida
07-45-100,Mesegar de Tajo
07-45-101,Miguel Esteban
07-45-102,Mocejón
07-45-103,Mohedas de la Jara
07-45-104,Montearagón
07-45-105,Montesclaros
07-45-106,Mora
07-45-107,Nambroca
07-45-108,"Nava de Ricomalillo, La"
07-45-109,Navahermosa
07-45-110,Navalcán
07-45-111,Navalmoralejo
07-45-112,"Navalmorales, Los"
07-45-113,"Navalucillos, Los"
07-45-114,Navamorcuende
07-45-115,Noblejas
07-45-116,Noez
07-45-117,Nombela
07-45-118,Novés
07-45-119,Numancia de la Sagra
07-45-120,Nuño Gómez
07-45-121,Ocaña
07-45-122,Olías del Rey
07-45-123,Ontígola
07-45-124,Orgaz
07-45-125,Oropesa
07-45-126,Otero
07-45-127,Palomeque
07-45-128,Pantoja
07-45-129,Paredes de Escalona
07-45-130,Parrillas
07-45-131,Pelahustán
07-45-132,Pepino
07-45-133,Polán
07-45-134,Portillo de Toledo
07-45-135,"Puebla de Almoradiel, La"
07-45-136,"Puebla de Montalbán, La"
07-45-137,"Pueblanueva, La"
07-45-138,"Puente del Arzobispo, El"
07-45-139,Puerto de San Vicente
07-45-140,Pulgar
07-45-141,Quero
07-45-142,Quintanar de la Orden
07-45-143,Quismondo
07-45-144,"Real de San Vicente, El"
07-45-145,Recas
07-45-146,Retamoso de la Jara
07-45-147,Rielves
07-45-148,Robledo del Mazo
07-45-149,"Romeral, El"
07-45-150,San Bartolomé de las Abiertas
07-45-151,San Martín de Montalbán
07-45-152,San Martín de Pusa
07-45-153,San Pablo de los Montes
07-45-154,San Román de los Montes
07-45-155,Santa Ana de Pusa
07-45-156,Santa Cruz de la Zarza
07-45-157,Santa Cruz del Retamar
07-45-158,Santa Olalla
07-45-159,Sartajada
07-45-160,Segurilla
07-45-161,Seseña
07-45-162,Sevilleja de la Jara
07-45-163,Sonseca
07-45-164,Sotillo de las Palomas
07-45-165,Talavera de la Reina
07-45-166,Tembleque
07-45-167,"Toboso, El"
07-45-168,Toledo
07-45-169,Torralba de Oropesa
07-45-170,Torrecilla de la Jara
07-45-171,"Torre de Esteban Hambrán, La"
07-45-172,Torrico
07-45-173,Torrijos
07-45-174,Totanés
07-45-175,Turleque
07-45-176,Ugena
07-45-177,Urda
07-45-179,Valdeverdeja
07-45-180,Valmojado
07-45-181,Velada
07-45-182,"Ventas con Peña Aguilera, Las"
07-45-183,"Ventas de Retamosa, Las"
07-45-184,"Ventas de San Julián, Las"
07-45-185,Villacañas
07-45-186,"Villa de Don Fadrique, La"
07-45-187,Villafranca de los Caballeros
07-45-188,Villaluenga de la Sagra
07-45-189,Villamiel de Toledo
07-45-190,Villaminaya
07-45-191,Villamuelas
07-45-192,Villanueva de Alcardete
07-45-193,Villanueva de Bogas
07-45-194,Villarejo de Montalbán
07-45-195,Villarrubia de Santiago
07-45-196,Villaseca de la Sagra
07-45-197,Villasequilla
07-45-198,Villatobas
07-45-199,"Viso de San Juan, El"
07-45-200,"Yébenes, Los"
07-45-201,Yeles
07-45-202,Yepes
07-45-203,Yuncler
07-45-204,Yunclillos
07-45-205,Yuncos
07-45-901,Santo Domingo-Caudilla
17-46-001,Ademuz
17-46-002,Ador
17-46-003,Atzeneta d'Albaida
17-46-004,Agullent
17-46-005,Alaquàs
17-46-006,Albaida
17-46-007,Albal
17-46-008,Albalat de la Ribera
17-46-009,Albalat dels Sorells
17-46-010,Albalat dels Tarongers
17-46-011,Alberic
17-46-012,Alborache
17-46-013,Alboraia/Alboraya
17-46-014,Albuixech
17-46-015,Alcàsser
17-46-016,Alcàntera de Xúquer
17-46-017,Alzira
17-46-018,Alcublas
17-46-019,"Alcúdia, l'"
17-46-020,"Alcúdia de Crespins, l'"
17-46-021,Aldaia
17-46-022,Alfafar
17-46-023,Alfauir
17-46-024,Alfara de la Baronia
17-46-025,Alfara del Patriarca
17-46-026,Alfarp
17-46-027,Alfarrasí
17-46-028,Algar de Palancia
17-46-029,Algemesí
17-46-030,Algímia d'Alfara
17-46-031,Alginet
17-46-032,Almàssera
17-46-033,Almiserà
17-46-034,Almoines
17-46-035,Almussafes
17-46-036,Alpuente
17-46-037,"Alqueria de la Comtessa, l'"
17-46-038,Andilla
17-46-039,Anna
17-46-040,Antella
17-46-041,Aras de los Olmos
17-46-042,Aielo de Malferit
17-46-043,Aielo de Rugat
17-46-044,Ayora
17-46-045,Barxeta
17-46-046,Barx
17-46-047,Bèlgida
17-46-048,Bellreguard
17-46-049,Bellús
17-46-050,Benagéber
17-46-051,Benaguasil
17-46-052,Benavites
17-46-053,Beneixida
17-46-054,Benetússer
17-46-055,Beniarjó
17-46-056,Beniatjar
17-46-057,Benicolet
17-46-058,Benifairó de les Valls
17-46-059,Benifairó de la Valldigna
17-46-060,Benifaió
17-46-061,Beniflá
17-46-062,Benigànim
17-46-063,Benimodo
17-46-064,Benimuslem
17-46-065,Beniparrell
17-46-066,Benirredrà
17-46-067,Benissanó
17-46-068,Benissoda
17-46-069,Benissuera
17-46-070,Bétera
17-46-071,Bicorp
17-46-072,Bocairent
17-46-073,Bolbaite
17-46-074,Bonrepòs i Mirambell
17-46-075,Bufali
17-46-076,Bugarra
17-46-077,Buñol
17-46-078,Burjassot
17-46-079,Calles
17-46-080,Camporrobles
17-46-081,Canals
17-46-082,Canet d'En Berenguer
17-46-083,Carcaixent
17-46-084,Càrcer
17-46-085,Carlet
17-46-086,Carrícola
17-46-087,Casas Altas
17-46-088,Casas Bajas
17-46-089,Casinos
17-46-090,Castelló de Rugat
17-46-091,Castellonet de la Conquesta
17-46-092,Castielfabib
17-46-093,Catadau
17-46-094,Catarroja
17-46-095,Caudete de las Fuentes
17-46-096,Cerdà
17-46-097,Cofrentes
17-46-098,Corbera
17-46-099,Cortes de Pallás
17-46-100,Cotes
17-46-101,Quart de les Valls
17-46-102,Quart de Poblet
17-46-103,Quartell
17-46-104,Quatretonda
17-46-105,Cullera
17-46-106,Chelva
17-46-107,Chella
17-46-108,Chera
17-46-109,Cheste
17-46-110,Xirivella
17-46-111,Chiva
17-46-112,Chulilla
17-46-113,Daimús
17-46-114,Domeño
17-46-115,Dos Aguas
17-46-116,"Eliana, l'"
17-46-117,Emperador
17-46-118,Enguera
17-46-119,"Ènova, l'"
17-46-120,Estivella
17-46-121,Estubeny
17-46-122,Faura
17-46-123,Favara
17-46-124,Fontanars dels Alforins
17-46-125,Fortaleny
17-46-126,Foios
17-46-127,"Font d'En Carròs, la"
17-46-128,"Font de la Figuera, la"
17-46-129,Fuenterrobles
17-46-130,Gavarda
17-46-131,Gandia
17-46-132,"Genovés, el"
17-46-133,Gestalgar
17-46-134,Gilet
17-46-135,Godella
17-46-136,Godelleta
17-46-137,"Granja de la Costera, la"
17-46-138,Guadasséquies
17-46-139,Guadassuar
17-46-140,Guardamar de la Safor
17-46-141,Higueruelas
17-46-142,Jalance
17-46-143,Xeraco
17-46-144,Jarafuel
17-46-145,Xàtiva
17-46-146,Xeresa
17-46-147,Llíria
17-46-148,Loriguilla
17-46-149,Losa del Obispo
17-46-150,Llutxent
17-46-151,Llocnou d'En Fenollet
17-46-152,Llocnou de la Corona
17-46-153,Llocnou de Sant Jeroni
17-46-154,Llanera de Ranes
17-46-155,Llaurí
17-46-156,Llombai
17-46-157,"Llosa de Ranes, la"
17-46-158,Macastre
17-46-159,Manises
17-46-160,Manuel
17-46-161,Marines
17-46-162,Massalavés
17-46-163,Massalfassar
17-46-164,Massamagrell
17-46-165,Massanassa
17-46-166,Meliana
17-46-167,Millares
17-46-168,Miramar
17-46-169,Mislata
17-46-170,Mogente/Moixent
17-46-171,Moncada
17-46-172,Montserrat
17-46-173,Montaverner
17-46-174,Montesa
17-46-175,Montitxelvo/Montichelvo
17-46-176,Montroi/Montroy
17-46-177,Museros
17-46-178,Nàquera/Náquera
17-46-179,Navarrés
17-46-180,Novelé/Novetlè
17-46-181,Oliva
17-46-182,Olocau
17-46-183,"Olleria, l'"
17-46-184,Ontinyent
17-46-185,Otos
17-46-186,Paiporta
17-46-187,Palma de Gandía
17-46-188,Palmera
17-46-189,"Palomar, el"
17-46-190,Paterna
17-46-191,Pedralba
17-46-192,Petrés
17-46-193,Picanya
17-46-194,Picassent
17-46-195,Piles
17-46-196,Pinet
